2,GoldenEye

4,Get Shorty

17,From Dusk Till Dawn

21,Muppet Treasure Island

22,Braveheart

24,Rumble in the Bronx

27,Bad Boys

28,Apollo 13

29,Batman Forever

33,Desperado

39,Strange Days

50,Star Wars

53,Natural Born Killers

54,Outbreak

62,Stargate

68,Crow

73,Maverick

74,Faster Pussycat! Kill! Kill!

79,The Fugitive

80,Hot Shots! Part Deux

82,Jurassic Park

92,True Romance

96,Terminator 2: Judgment Day

101,Heavy Metal

110,Operation Dumbo Drop

117,The Rock

118,Twister

121,Independence Day

127,Godfather

128,Supercop

144,Die Hard

145,The Lawnmower Man

147,Long Kiss Goodnight

148,The Ghost and the Darkness

161,Top Gun

164,Abyss

172,Star Wars: Episode V - The Empire Strikes Back

173,The Princess Bride

174,Raiders of the Lost Ark

176,Aliens

177,Good

181,Return of the Jedi

183,Alien

184,Army of Darkness

186,The Blues Brothers

187,The Godfather: Part II

188,Full Metal Jacket

195,Terminator

201,Evil Dead II

207,Cyrano de Bergerac

210,Indiana Jones and the Last Crusade

222,Star Trek: First Contact

226,Die Hard 2

227,Star Trek VI: The Undiscovered Country

228,Star Trek II: The Wrath of Khan

229,Star Trek III: The Search for Spock

230,Star Trek IV: The Voyage Home

231,Batman Returns

232,Young Guns

233,Under Siege

234,Jaws

235,Mars Attacks!

241,Last of the Mohicans

244,Feeling For Snow

245,The Devil's Own

247,Turbo: A Power Rangers Movie

250,The Fifth Element

252,The Lost World: Jurassic Park

254,Batman

257,Men in Black

260,Event Horizon

263,Steel

265,The Hunt for Red October

266,Kull the Conqueror

271,Starship Troopers

273,Heat

281,The River Wild

295,Breakdown

298,Face/Off

300,Air Force One

313,Titanic

314,3 Ninjas: High Noon at Mega Mountain

323,Dante's Peak

326,G.I. Jane

328,Conspiracy Theory

334,U Turn

339,Mad City

343,Alien: Resurrection

349,Hard Rain

350,Fallen

353,Deep Rising

358,Spawn

362,Blues Brothers 2000

363,Sudden Death

373,Judge Dredd

374,Mighty Morphin Power Rangers: The Movie

380,Star Trek: Generations

385,True Lies

388,Beverly Hills Cop III

391,Last Action Hero

397,Striking Distance

398,Super Mario Bros.

399,Three Musketeers

403,Batman

405,Mission: Impossible

426,The Transformers: The Movie

431,Highlander

435,Butch Cassidy and the Sundance Kid

449,Star Trek: The Motion Picture

450,Star Trek V: The Final Frontier

452,Jaws 2

453,Jaws 3-D

455,Jackie Chan's First Strike

456,Beverly Hills Ninja

472,DragonHeart

491,The Adventures of Robin Hood

498,African Queen

510,Magnificent Seven

515,Boot

526,Ben-Hur

540,Money Train

541,Mortal Kombat

546,Broken Arrow

550,Die Hard: With a Vengeance

554,Waterworld

562,The Quick and the Dead

566,Clear and Present Danger

568,Speed

572,Blown Away

576,Cliffhanger

578,Demolition Man

586,Terminal Velocity

590,Hellraiser: Bloodline

597,Eraser

599,Police Story 4:Project S

631,The Crying Game

636,Escape from New York

651,Glory

665,The Making of 'Alien 3'

668,Blood Beach

679,Conan the Barbarian

680,Kull the Conqueror

684,In the Line of Fire

685,Executive Decision

686,Perfect World

689,Jackal

720,First Knight

743,The Crow: City of Angels

748,Saint

751,Tomorrow Never Dies

752,The Replacement Killers

755,Jumanji

759,Fair Game

761,Nick of Time

769,Congo

771,Johnny Mnemonic

779,Drop Zone

797,Timecop

798,Bad Company

802,Hard Target

803,Heaven

806,Menace II Society

808,Program

809,Rising Sun

810,Shadow

825,Arrival

827,Daylight

829,Fled

830,Power 98

831,Escape from L.A.

833,Bulletproof

838,Royal warriors

840,Last Man Standing

841,The Glimmer Man

849,Days of Thunder

855,Diva

876,Money Talks

879,Peacemaker

881,Money Talks

890,Mortal Kombat: Annihilation

897,Time Tracers

912,U.S. Marshals

916,Lost in Space

917,Mercury Rising

930,Chain Reaction

976,Solo

977,Substitute

982,Maximum Risk

1013,Anaconda

1016,Con Air

1019,The Killer

1025,Fire Down Below

1027,Shooter

1034,Quest

1076,The Pagemaster

1087,Bloodsport 2

1088,Double Team

1089,Speed 2: Cruise Control

1105,Firestorm

1110,Tank Girl

1138,Best Men

1139,Hackers

1161,Palookaville

1180,I Love Trouble

1181,A Low Down Dirty Shame

1183,The Cowboy Way

1188,Young Guns II

1215,Barb Wire

1222,Judgment Night

1228,Under Siege 2: Dark Territory

1231,Marked for Death

1239,Cutthroat Island

1244,Metro

1250,Best of the Best 3: No Turning Back

1277,Set It Off

1303,Getaway

1304,New York Cop

1314,Surviving the Game

1358,The Deadly Cure

1362,American Strays

1364,Bird of Prey

1365,Johnny one hundred Pesos

1372,Pirates of the Caribbean: On Stranger Tides

1393,Stag

1407,Specialist

1413,Street Fighter

1414,Coldblooded

1415,The Next Karate Kid

1416,No Escape

1419,Highlander: The Final Dimension

1433,Men of Means

1478,Dead Presidents

1483,The Man in the Iron Mask

1484,The Jerky Boys

1491,Tough and Deadly

1523,A Good Man in Africa

1548,The Courtyard

1552,Hunted

1556,Condition Red

1559,Hostile Intentions

1586,Hard Boiled

1595,Shopping

1596,Nemesis 2: Nebula

1597,Romper Stomper

1610,Truth or Consequences

1613,Tokyo Fist

1615,Warriors of Virtue

1618,King of New York

1646,Men with Guns

1657,Target

1673,Mirage


