21,Muppet Treasure Island

71,The Lion King

91,The Nightmare Before Christmas

95,Aladdin

99,Snow White and the Seven Dwarfs

103,All Dogs Go to Heaven 2

132,The Wizard of Oz

142,Bedknobs and Broomsticks

143,Sound of Music

155,Dirty Dancing

186,The Blues Brothers

209,This Is Spinal Tap

214,Pink Floyd The Wall

289,Evita

319,Everyone Says I Love You

352,Spice World

362,Blues Brothers 2000

418,Cinderella

419,Mary Poppins

420,Alice in Wonderland

432,Fantasia

451,Grease

473,James and the Giant Peach

485,My Fair Lady

501,Dumbo

538,Anastasia

542,Pocahontas

543,Les Miserables

557,Farinelli

588,Beauty and the Beast

596,Hunchback of Notre Dame

602,American in Paris

605,Meet Me in St. Louis

610,Gigi

624,The Three Caballeros

629,Victor/Victoria

630,The Great Race

705,Singin' in the Rain

835,The Gay Divorcee

965,Funny Face

968,The Inspector General

989,Cats Don't Dance

993,Hercules

1037,Grease 2

1079,Joe's Apartment

1091,Pete's Dragon

1110,Tank Girl

1121,The Umbrellas of Cherbourg

1135,The Doors

1153,Backbeat

1203,Top Hat

1278,Selena

1286,Shall We Dance?

1298,Band Wagon

1458,A Damsel in Distress

1459,Madame Butterfly


