1,Toy Story

8,Babe

35,Free Willy 2: The Adventure Home

63,Santa Clause

71,The Lion King

78,Free Willy

91,The Nightmare Before Christmas

94,Home Alone

95,Aladdin

99,Snow White and the Seven Dwarfs

102,The AristoCats

103,All Dogs Go to Heaven 2

112,Flipper

132,The Wizard of Oz

138,D3: The Mighty Ducks

139,Love Bug

140,Homeward Bound: The Incredible Journey

141,Halloween H20: 20 Years Later

142,Bedknobs and Broomsticks

151,Pure Imagination: The Story of 'Willy Wonka and the Chocolate Factory'

225,101 Dalmatians

243,Jungle 2 Jungle

247,Turbo: A Power Rangers Movie

259,George of the Jungle

261,Air Bud

304,Fly Away Home

308,FairyTale: A True Story

314,3 Ninjas: High Noon at Mega Mountain

374,Mighty Morphin Power Rangers: The Movie

377,Heavyweights

383,The Flintstones

389,Black Beauty

398,Super Mario Bros.

400,Little Rascals

404,Pinocchio

415,The Apple Dumpling Gang

416,Old Yeller

417,The Parent Trap

418,Cinderella

419,Mary Poppins

420,Alice in Wonderland

422,Aladdin and the King of Thieves

423,E.T. the Extra-Terrestrial

426,The Transformers: The Movie

432,Fantasia

457,Free Willy 3: The Rescue

465,Jungle Book

473,James and the Giant Peach

477,Matilda

500,Fly Away Home

501,Dumbo

538,Anastasia

539,Mousehunt

542,Pocahontas

548,The Neverending Story III

560,A Kid in King Arthur's Court

584,Secret Garden

588,Beauty and the Beast

596,Hunchback of Notre Dame

600,Robinson Crusoe

622,Swiss Family Robinson

623,Angels in the Outfield

624,The Three Caballeros

625,The Sword in the Stone

626,So Dear to My Heart

726,Fluke

755,Jumanji

768,Casper

791,The Baby-Sitters Club

795,Richie Rich

812,Andre

820,Space Jam

828,Alaska

832,Bogus

842,Pollyanna

843,The Shaggy Dog

862,Jingle All the Way

878,That Darn Cat!

892,Flubber

894,Home Alone 3

929,Harriet the Spy

932,First Kid

946,The Fox and the Hound

951,The Indian in the Cupboard

969,Winnie the Pooh and the Blustery Day

989,Cats Don't Dance

993,Hercules

996,The Big Green

1003,That Darn Cat!

1015,Shiloh

1031,Lassie

1032,Little Big League

1033,Homeward Bound II: Lost in San Francisco

1060,The Adventures of Pinocchio

1063,Little Princess

1066,Balto

1076,The Pagemaster

1078,Oliver

1091,Pete's Dragon

1133,Escape to Witch Mountain

1164,Zeus and Roxanne

1200,Kim

1219,A Goofy Movie

1279,Wild America

1292,A Simple Wish

1293,Star Kid

1336,Kazaam

1383,The Second Jungle Book: Mowgli & Baloo

1409,The Swan Princess

1412,The Land Before Time III: The Time of the Great Giving

1415,The Next Karate Kid

1444,That Darn Cat!

1469,Tom and Huck

1470,Gumby: The Movie

1473,Little Princess

1480,Herbie Rides Again

1503,Gold Diggers: The Secret of Bear Mountain

1531,Far from Home: The Adventures of Yellow Dog

1540,The Amazing Panda Adventure

1555,The Secret Adventures of Tom Thumb

1608,Buddy

1615,Warriors of Virtue


