7,Twelve Monkeys

38,The Net

39,Strange Days

50,Star Wars

62,Stargate

82,Jurassic Park

84,The Puppet Masters

89,Blade Runner

96,Terminator 2: Judgment Day

101,Heavy Metal

109,Mystery Science Theater 3000: The Movie

121,Independence Day

135,2001: A Space Odyssey

141,Halloween H20: 20 Years Later

145,The Lawnmower Man

152,Sleeper

164,Abyss

171,Delicatessen

172,Star Wars: Episode V - The Empire Strikes Back

175,Brazil

176,Aliens

179,A Clockwork Orange

181,Return of the Jedi

183,Alien

184,Army of Darkness

195,Terminator

204,Back to the Future

206,Akira

222,Star Trek: First Contact

227,Star Trek VI: The Undiscovered Country

228,Star Trek II: The Wrath of Khan

229,Star Trek III: The Search for Spock

230,Star Trek IV: The Voyage Home

235,Mars Attacks!

239,Sneakers

250,The Fifth Element

252,The Lost World: Jurassic Park

257,Men in Black

258,Contact

260,Event Horizon

264,Mimic

270,Gattaca

271,Starship Troopers

298,Face/Off

343,Alien: Resurrection

353,Deep Rising

355,Sphere

358,Spawn

373,Judge Dredd

380,Star Trek: Generations

398,Super Mario Bros.

411,The Nutty Professor

423,E.T. the Extra-Terrestrial

426,The Transformers: The Movie

429,The Day the Earth Stood Still

434,Forbidden Planet

444,Blob

449,Star Trek: The Motion Picture

450,Star Trek V: The Final Frontier

474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb

552,Species

560,A Kid in King Arthur's Court

573,Body Snatchers

577,Coneheads

578,Demolition Man

590,Hellraiser: Bloodline

616,Night of the Living Dead

636,Escape from New York

665,The Making of 'Alien 3'

670,Body Snatchers

691,Dark City

728,Junior

755,Jumanji

758,Lawnmower Man 2: Beyond Cyberspace

760,Screamers

769,Congo

771,Johnny Mnemonic

797,Timecop

825,Arrival

831,Escape from L.A.

897,Time Tracers

916,Lost in Space

919,City of Lost Children

925,Unforgettable

931,The Island of Dr. Moreau

976,Solo

1006,Until the End of the World

1110,Tank Girl

1154,Alphaville

1159,Stalker

1210,Virtuosity

1215,Barb Wire

1240,Ghost in the Shell

1274,RoboCop 3

1293,Star Kid

1386,Tetsuo II: Body Hammer

1411,Barbarella

1416,No Escape

1419,Highlander: The Final Dimension

1472,Visitors

1596,Nemesis 2: Nebula


